train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season,delay_category,day_of_week,month,travel_duration_hours,year_month
63354,Tejas Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2025-08-25 20:25:00,2025-08-25 20:32:00,2025-08-26 10:42:00,2025-08-26 10:56:00,7,Express,2025-08-25,Monsoon,Minor Delay,Monday,8,14.28,2025-08
18675,Gatimaan Passenger,New Delhi,Guwahati,New Delhi → Guwahati,2025-11-07 22:35:00,2025-11-07 22:40:00,2025-11-08 18:20:00,2025-11-08 18:32:00,5,Passenger,2025-11-07,Post-Monsoon,On-Time,Friday,11,19.75,2025-11
73653,Garib Rath Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-03-19 16:05:00,2025-03-19 16:06:00,2025-03-19 22:21:00,2025-03-19 22:22:00,1,Express,2025-03-19,Summer,On-Time,Wednesday,3,6.27,2025-03
85674,Garib Rath Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-03-22 21:35:00,2025-03-22 22:15:00,2025-03-23 14:39:00,2025-03-23 15:15:00,40,Express,2025-03-22,Summer,Major Delay,Saturday,3,17.07,2025-03
81482,Humsafar Superfast,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-12-18 20:55:00,2024-12-18 21:00:00,2024-12-19 08:14:00,2024-12-19 08:29:00,5,Superfast,2024-12-18,Winter,On-Time,Wednesday,12,11.32,2024-12
77391,Passenger Superfast,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2025-01-11 08:20:00,2025-01-11 08:45:00,2025-01-11 12:44:00,2025-01-11 13:07:00,25,Superfast,2025-01-11,Winter,Major Delay,Saturday,1,4.4,2025-01
83000,Antyodaya Passenger,New Delhi,Dehradun,New Delhi → Dehradun,2025-03-04 14:45:00,2025-03-04 14:54:00,2025-03-05 09:58:00,2025-03-05 10:17:00,9,Passenger,2025-03-04,Summer,Minor Delay,Tuesday,3,19.22,2025-03
28289,Garib Rath Passenger,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2025-08-10 20:05:00,2025-08-10 20:38:00,2025-08-11 19:46:00,2025-08-11 20:14:00,33,Passenger,2025-08-10,Monsoon,Major Delay,Sunday,8,23.68,2025-08
35203,Uday Express,New Delhi,Guwahati,New Delhi → Guwahati,2024-02-23 08:30:00,2024-02-23 08:36:00,2024-02-23 23:24:00,2024-02-23 23:33:00,6,Express,2024-02-23,Winter,Minor Delay,Friday,2,14.9,2024-02
30032,Mail Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-05-27 18:00:00,2024-05-27 18:24:00,2024-05-28 06:24:00,2024-05-28 06:48:00,10,Express,2024-05-27,Summer,Minor Delay,Monday,5,12.4,2024-05
30032,Kisan Passenger,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2024-11-23 10:50:00,2024-11-23 10:59:00,2024-11-23 19:42:00,2024-11-23 19:56:00,9,Passenger,2024-11-23,Post-Monsoon,Minor Delay,Saturday,11,8.87,2024-11
25860,Uday Passenger,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-04-19 07:10:00,2025-04-19 07:25:00,2025-04-19 16:48:00,2025-04-19 17:01:00,15,Passenger,2025-04-19,Summer,Minor Delay,Saturday,4,9.63,2025-04
12552,Superfast Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-12-05 11:45:00,2024-12-05 12:02:00,2024-12-05 15:34:00,2024-12-05 15:56:00,17,Superfast,2024-12-05,Winter,Minor Delay,Thursday,12,3.82,2024-12
66155,Superfast Express,Mumbai Central,New Delhi,Mumbai Central → New Delhi,2025-02-14 08:15:00,2025-02-14 08:16:00,2025-02-14 16:11:00,2025-02-14 16:11:00,1,Express,2025-02-14,Winter,On-Time,Friday,2,7.93,2025-02
42098,Tejas Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-07-10 07:40:00,2025-07-10 07:42:00,2025-07-11 03:10:00,2025-07-11 03:15:00,2,Passenger,2025-07-10,Monsoon,On-Time,Thursday,7,19.5,2025-07
71348,Vivek Passenger,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-05-05 12:30:00,2024-05-05 12:49:00,2024-05-05 23:21:00,2024-05-05 23:43:00,19,Passenger,2024-05-05,Summer,Minor Delay,Sunday,5,10.85,2024-05
62772,Kisan Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-07-10 16:40:00,2025-07-10 17:03:00,2025-07-11 10:28:00,2025-07-11 10:47:00,23,Express,2025-07-10,Monsoon,Major Delay,Thursday,7,17.8,2025-07
40512,Vande Bharat Express,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2025-01-17 18:40:00,2025-01-17 19:04:00,2025-01-17 23:24:00,2025-01-17 23:51:00,24,Express,2025-01-17,Winter,Major Delay,Friday,1,4.73,2025-01
65296,AC Express Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-03-12 14:15:00,2025-03-12 14:18:00,2025-03-12 20:09:00,2025-03-12 20:17:00,3,Express,2025-03-12,Summer,On-Time,Wednesday,3,5.9,2025-03
40021,Uday Superfast,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-09-15 14:40:00,2024-09-15 14:40:00,2024-09-16 01:22:00,2024-09-16 01:29:00,0,Superfast,2024-09-15,Post-Monsoon,On-Time,Sunday,9,10.7,2024-09
66498,Shatabdi Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-10-07 17:20:00,2024-10-07 17:20:00,2024-10-08 09:57:00,2024-10-08 09:59:00,0,Express,2024-10-07,Post-Monsoon,On-Time,Monday,10,16.62,2024-10
10425,Tejas Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-03-16 17:35:00,2025-03-16 17:50:00,2025-03-17 06:11:00,2025-03-17 06:35:00,15,Express,2025-03-16,Summer,Minor Delay,Sunday,3,12.6,2025-03
71993,Kisan Superfast,New Delhi,Guwahati,New Delhi → Guwahati,2024-06-16 07:20:00,2024-06-16 07:20:00,2024-06-16 14:57:00,2024-06-16 15:07:00,0,Superfast,2024-06-16,Monsoon,On-Time,Sunday,6,7.62,2024-06
61173,Duronto Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-05-23 05:55:00,2025-05-23 06:05:00,2025-05-23 18:56:00,2025-05-23 19:02:00,10,Express,2025-05-23,Summer,Minor Delay,Friday,5,13.02,2025-05
24621,Express Passenger,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-02-08 21:35:00,2025-02-08 22:03:00,2025-02-09 11:16:00,2025-02-09 11:41:00,28,Passenger,2025-02-08,Winter,Major Delay,Saturday,2,13.68,2025-02
80010,Vivek Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-12-29 22:20:00,2025-12-29 22:55:00,2025-12-30 02:21:00,2025-12-30 02:57:00,35,Express,2025-12-29,Winter,Major Delay,Monday,12,4.02,2025-12
19305,Gatimaan Superfast,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-05-24 13:05:00,2025-05-24 13:13:00,2025-05-25 01:32:00,2025-05-25 01:43:00,8,Superfast,2025-05-24,Summer,Minor Delay,Saturday,5,12.45,2025-05
24662,Tejas Passenger,Amritsar Junction,New Delhi,Amritsar Junction → New Delhi,2024-05-10 13:25:00,2024-05-10 13:27:00,2024-05-10 23:43:00,2024-05-10 23:43:00,2,Passenger,2024-05-10,Summer,On-Time,Friday,5,10.3,2024-05
59823,Antyodaya Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-05-04 11:40:00,2024-05-04 11:45:00,2024-05-04 19:08:00,2024-05-04 19:10:00,5,Passenger,2024-05-04,Summer,On-Time,Saturday,5,7.47,2024-05
51245,Passenger Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-04-19 17:10:00,2024-04-19 17:11:00,2024-04-20 13:31:00,2024-04-20 13:39:00,1,Passenger,2024-04-19,Summer,On-Time,Friday,4,20.35,2024-04
54313,Tejas Superfast,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2024-10-25 14:05:00,2024-10-25 14:13:00,2024-10-25 23:02:00,2024-10-25 23:18:00,8,Superfast,2024-10-25,Post-Monsoon,Minor Delay,Friday,10,8.95,2024-10
70217,Vande Bharat Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-02-27 05:55:00,2024-02-27 06:00:00,2024-02-27 12:00:00,2024-02-27 12:15:00,5,Express,2024-02-27,Winter,On-Time,Tuesday,2,6.08,2024-02
66985,Vande Bharat Express,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-10-31 11:10:00,2024-10-31 11:26:00,2024-11-01 05:38:00,2024-11-01 05:59:00,16,Express,2024-10-31,Post-Monsoon,Minor Delay,Thursday,10,18.47,2024-10
94939,Superfast Express,Secunderabad,Pune Junction,Secunderabad → Pune Junction,2024-08-18 09:30:00,2024-08-18 09:34:00,2024-08-18 23:34:00,2024-08-18 23:42:00,4,Express,2024-08-18,Monsoon,On-Time,Sunday,8,14.07,2024-08
87110,Shatabdi Passenger,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-09-22 16:25:00,2025-09-22 16:30:00,2025-09-23 04:46:00,2025-09-23 04:59:00,5,Passenger,2025-09-22,Post-Monsoon,On-Time,Monday,9,12.35,2025-09
97841,Gatimaan Passenger,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-07-06 16:05:00,2024-07-06 16:29:00,2024-07-06 23:38:00,2024-07-07 00:08:00,24,Passenger,2024-07-06,Monsoon,Major Delay,Saturday,7,7.55,2024-07
17944,Sampark Kranti Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2025-06-05 16:35:00,2025-06-05 16:37:00,2025-06-06 05:04:00,2025-06-06 05:06:00,2,Express,2025-06-05,Monsoon,On-Time,Thursday,6,12.48,2025-06
25860,Superfast Passenger,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-01-12 13:05:00,2025-01-12 13:34:00,2025-01-13 13:56:00,2025-01-13 14:23:00,29,Passenger,2025-01-12,Winter,Major Delay,Sunday,1,24.85,2025-01
31174,Duronto Express,Dehradun,New Delhi,Dehradun → New Delhi,2024-07-06 20:50:00,2024-07-06 20:52:00,2024-07-07 08:14:00,2024-07-07 08:19:00,2,Express,2024-07-06,Monsoon,On-Time,Saturday,7,11.4,2024-07
82512,Duronto Passenger,Bengaluru City,Mysuru Junction,Bengaluru City → Mysuru Junction,2024-12-08 09:05:00,2024-12-08 09:30:00,2024-12-08 22:27:00,2024-12-08 22:53:00,25,Passenger,2024-12-08,Winter,Major Delay,Sunday,12,13.37,2024-12
84847,Kisan Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-08-28 06:25:00,2025-08-28 06:30:00,2025-08-28 18:29:00,2025-08-28 18:38:00,5,Express,2025-08-28,Monsoon,On-Time,Thursday,8,12.07,2025-08
44741,Duronto Superfast,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-10-30 18:20:00,2024-10-30 18:46:00,2024-10-31 05:54:00,2024-10-31 06:21:00,26,Superfast,2024-10-30,Post-Monsoon,Major Delay,Wednesday,10,11.57,2024-10
47388,Passenger Passenger,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2024-07-28 15:15:00,2024-07-28 15:37:00,2024-07-29 05:40:00,2024-07-29 06:01:00,22,Passenger,2024-07-28,Monsoon,Major Delay,Sunday,7,14.42,2024-07
46434,Jan Shatabdi Superfast,Mumbai Central,New Delhi,Mumbai Central → New Delhi,2025-04-10 20:05:00,2025-04-10 20:07:00,2025-04-11 08:06:00,2025-04-11 08:16:00,2,Superfast,2025-04-10,Summer,On-Time,Thursday,4,12.02,2025-04
44438,Jan Shatabdi Superfast,Madurai Junction,Chennai Central,Madurai Junction → Chennai Central,2024-08-29 22:30:00,2024-08-29 23:20:00,2024-08-30 06:42:00,2024-08-30 07:31:00,50,Superfast,2024-08-29,Monsoon,Major Delay,Thursday,8,8.2,2024-08
94259,Antyodaya Passenger,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-03-11 12:25:00,2024-03-11 12:27:00,2024-03-12 03:35:00,2024-03-12 03:46:00,2,Passenger,2024-03-11,Summer,On-Time,Monday,3,15.17,2024-03
59009,Antyodaya Superfast,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-09-07 07:50:00,2025-09-07 07:51:00,2025-09-07 15:14:00,2025-09-07 15:22:00,1,Superfast,2025-09-07,Post-Monsoon,On-Time,Sunday,9,7.4,2025-09
41850,Passenger Superfast,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-11-03 11:50:00,2025-11-03 12:07:00,2025-11-03 18:24:00,2025-11-03 18:39:00,17,Superfast,2025-11-03,Post-Monsoon,Minor Delay,Monday,11,6.57,2025-11
16630,Express Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-08-10 10:55:00,2025-08-10 11:36:00,2025-08-10 19:43:00,2025-08-10 20:32:00,41,Express,2025-08-10,Monsoon,Major Delay,Sunday,8,8.8,2025-08
37869,AC Express Superfast,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-04-01 18:45:00,2025-04-01 18:51:00,2025-04-02 01:37:00,2025-04-02 01:48:00,6,Superfast,2025-04-01,Summer,Minor Delay,Tuesday,4,6.87,2025-04
91070,Vivek Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-08-25 14:00:00,2025-08-25 14:43:00,2025-08-25 21:25:00,2025-08-25 22:11:00,43,Express,2025-08-25,Monsoon,Major Delay,Monday,8,7.42,2025-08
24371,Antyodaya Passenger,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-01-21 07:35:00,2025-01-21 08:19:00,2025-01-22 05:12:00,2025-01-22 06:03:00,44,Passenger,2025-01-21,Winter,Major Delay,Tuesday,1,21.62,2025-01
23947,Antyodaya Express,Ranchi,Kolkata Howrah,Ranchi → Kolkata Howrah,2024-09-22 13:00:00,2024-09-22 13:20:00,2024-09-23 03:54:00,2024-09-23 04:20:00,20,Express,2024-09-22,Post-Monsoon,Minor Delay,Sunday,9,14.9,2024-09
88172,Passenger Passenger,New Delhi,Dehradun,New Delhi → Dehradun,2025-09-19 13:50:00,2025-09-19 14:16:00,2025-09-20 05:31:00,2025-09-20 05:59:00,26,Passenger,2025-09-19,Post-Monsoon,Major Delay,Friday,9,15.68,2025-09
74686,Passenger Passenger,New Delhi,Guwahati,New Delhi → Guwahati,2024-02-24 06:25:00,2024-02-24 06:36:00,2024-02-24 16:36:00,2024-02-24 16:44:00,11,Passenger,2024-02-24,Winter,Minor Delay,Saturday,2,10.18,2024-02
95477,Kisan Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-05-03 17:40:00,2025-05-03 17:40:00,2025-05-04 06:09:00,2025-05-04 06:19:00,0,Express,2025-05-03,Summer,On-Time,Saturday,5,12.48,2025-05
68800,Mail Express,Mumbai Central,Ahmedabad Junction,Mumbai Central → Ahmedabad Junction,2024-07-22 22:25:00,2024-07-22 22:37:00,2024-07-23 16:50:00,2024-07-23 17:03:00,12,Express,2024-07-22,Monsoon,Minor Delay,Monday,7,18.42,2024-07
87110,Intercity Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-03-01 11:35:00,2024-03-01 11:46:00,2024-03-01 21:51:00,2024-03-01 22:11:00,11,Express,2024-03-01,Summer,Minor Delay,Friday,3,10.27,2024-03
38221,Express Express,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2024-07-19 05:30:00,2024-07-19 05:31:00,2024-07-19 09:33:00,2024-07-19 09:34:00,1,Express,2024-07-19,Monsoon,On-Time,Friday,7,4.05,2024-07
42325,Tejas Express,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2024-02-09 12:50:00,2024-02-09 13:03:00,2024-02-10 07:27:00,2024-02-10 07:43:00,13,Express,2024-02-09,Winter,Minor Delay,Friday,2,18.62,2024-02
58520,Garib Rath Superfast,Amritsar Junction,New Delhi,Amritsar Junction → New Delhi,2024-04-02 19:35:00,2024-04-02 19:46:00,2024-04-03 06:11:00,2024-04-03 06:28:00,11,Superfast,2024-04-02,Summer,Minor Delay,Tuesday,4,10.6,2024-04
59823,Antyodaya Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-08-29 13:50:00,2024-08-29 14:33:00,2024-08-30 06:33:00,2024-08-30 07:21:00,43,Express,2024-08-29,Monsoon,Major Delay,Thursday,8,16.72,2024-08
44671,Gatimaan Passenger,Dehradun,New Delhi,Dehradun → New Delhi,2025-09-30 05:35:00,2025-09-30 05:39:00,2025-09-30 11:58:00,2025-09-30 12:06:00,4,Passenger,2025-09-30,Post-Monsoon,On-Time,Tuesday,9,6.38,2025-09
54118,Express Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2025-12-15 08:25:00,2025-12-15 09:03:00,2025-12-15 19:06:00,2025-12-15 19:49:00,38,Express,2025-12-15,Winter,Major Delay,Monday,12,10.68,2025-12
94939,Vivek Express,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-06-24 10:45:00,2024-06-24 11:04:00,2024-06-25 00:55:00,2024-06-25 01:19:00,19,Express,2024-06-24,Monsoon,Minor Delay,Monday,6,14.17,2024-06
40161,AC Express Express,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2025-10-04 22:20:00,2025-10-04 22:30:00,2025-10-05 09:45:00,2025-10-05 10:02:00,10,Express,2025-10-04,Post-Monsoon,Minor Delay,Saturday,10,11.42,2025-10
32431,Uday Superfast,Chennai Central,New Delhi,Chennai Central → New Delhi,2024-02-26 11:05:00,2024-02-26 11:09:00,2024-02-26 21:49:00,2024-02-26 21:54:00,4,Superfast,2024-02-26,Winter,On-Time,Monday,2,10.73,2024-02
84847,Intercity Express,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-11-24 09:50:00,2024-11-24 09:56:00,2024-11-24 20:09:00,2024-11-24 20:14:00,6,Express,2024-11-24,Post-Monsoon,Minor Delay,Sunday,11,10.32,2024-11
77839,Vivek Superfast,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-10-19 13:05:00,2025-10-19 13:09:00,2025-10-20 00:06:00,2025-10-20 00:19:00,4,Superfast,2025-10-19,Post-Monsoon,On-Time,Sunday,10,11.02,2025-10
93227,Mail Superfast,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-12-03 07:35:00,2025-12-03 08:25:00,2025-12-03 13:59:00,2025-12-03 14:45:00,50,Superfast,2025-12-03,Winter,Major Delay,Wednesday,12,6.4,2025-12
17716,Superfast Superfast,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-02-06 09:20:00,2024-02-06 09:54:00,2024-02-06 12:09:00,2024-02-06 12:49:00,34,Superfast,2024-02-06,Winter,Major Delay,Tuesday,2,2.82,2024-02
86484,Passenger Express,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2025-01-07 11:30:00,2025-01-07 12:03:00,2025-01-07 19:35:00,2025-01-07 20:13:00,33,Express,2025-01-07,Winter,Major Delay,Tuesday,1,8.08,2025-01
41571,Antyodaya Passenger,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-07-07 13:20:00,2024-07-07 13:21:00,2024-07-08 00:53:00,2024-07-08 01:03:00,1,Passenger,2024-07-07,Monsoon,On-Time,Sunday,7,11.55,2024-07
62581,Uday Passenger,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-01-02 18:55:00,2024-01-02 19:25:00,2024-01-03 11:57:00,2024-01-03 12:34:00,30,Passenger,2024-01-02,Winter,Major Delay,Tuesday,1,17.03,2024-01
59672,Uday Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-10-23 11:05:00,2025-10-23 11:33:00,2025-10-24 00:04:00,2025-10-24 00:33:00,28,Express,2025-10-23,Post-Monsoon,Major Delay,Thursday,10,12.98,2025-10
38221,Rajdhani Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-09-05 21:15:00,2025-09-05 21:21:00,2025-09-06 19:47:00,2025-09-06 19:53:00,6,Passenger,2025-09-05,Post-Monsoon,Minor Delay,Friday,9,22.53,2025-09
80010,Uday Passenger,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2024-09-27 12:35:00,2024-09-27 12:41:00,2024-09-27 19:47:00,2024-09-27 19:50:00,6,Passenger,2024-09-27,Post-Monsoon,Minor Delay,Friday,9,7.2,2024-09
40495,Gatimaan Superfast,Chennai Central,Bengaluru City,Chennai Central → Bengaluru City,2025-04-12 11:05:00,2025-04-12 11:05:00,2025-04-12 23:52:00,2025-04-12 23:52:00,0,Superfast,2025-04-12,Summer,On-Time,Saturday,4,12.78,2025-04
70217,Tejas Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-06-19 12:50:00,2025-06-19 13:12:00,2025-06-20 04:41:00,2025-06-20 05:12:00,22,Passenger,2025-06-19,Monsoon,Major Delay,Thursday,6,15.85,2025-06
42742,Uday Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-09-16 20:40:00,2025-09-16 20:47:00,2025-09-17 01:57:00,2025-09-17 02:09:00,7,Express,2025-09-16,Post-Monsoon,Minor Delay,Tuesday,9,5.28,2025-09
41195,Humsafar Express,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-03-31 18:25:00,2025-03-31 18:29:00,2025-03-31 23:47:00,2025-03-31 23:48:00,4,Express,2025-03-31,Summer,On-Time,Monday,3,5.37,2025-03
22363,Express Express,Pune Junction,Mumbai Central,Pune Junction → Mumbai Central,2025-06-25 18:15:00,2025-06-25 18:35:00,2025-06-26 13:06:00,2025-06-26 13:27:00,20,Express,2025-06-25,Monsoon,Minor Delay,Wednesday,6,18.85,2025-06
41571,Mail Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-03-31 16:20:00,2025-03-31 16:30:00,2025-03-31 21:28:00,2025-03-31 21:35:00,10,Express,2025-03-31,Summer,Minor Delay,Monday,3,5.13,2025-03
14207,Rajdhani Superfast,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2024-05-19 07:20:00,2024-05-19 07:21:00,2024-05-19 15:41:00,2024-05-19 15:45:00,1,Superfast,2024-05-19,Summer,On-Time,Sunday,5,8.35,2024-05
45093,Shatabdi Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-04-10 22:20:00,2025-04-10 22:25:00,2025-04-11 11:08:00,2025-04-11 11:22:00,5,Express,2025-04-10,Summer,On-Time,Thursday,4,12.8,2025-04
17716,Mail Superfast,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-02-02 09:30:00,2025-02-02 10:08:00,2025-02-02 20:14:00,2025-02-02 20:57:00,38,Superfast,2025-02-02,Winter,Major Delay,Sunday,2,10.73,2025-02
81426,Gatimaan Passenger,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2025-07-15 08:00:00,2025-07-15 08:06:00,2025-07-16 02:02:00,2025-07-16 02:05:00,6,Passenger,2025-07-15,Monsoon,Minor Delay,Tuesday,7,18.03,2025-07
31798,Vande Bharat Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-12-03 14:45:00,2025-12-03 15:14:00,2025-12-04 06:25:00,2025-12-04 07:03:00,29,Passenger,2025-12-03,Winter,Major Delay,Wednesday,12,15.67,2025-12
17944,Jan Shatabdi Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2024-08-07 15:35:00,2024-08-07 15:48:00,2024-08-07 22:49:00,2024-08-07 23:01:00,13,Express,2024-08-07,Monsoon,Minor Delay,Wednesday,8,7.23,2024-08
65444,Humsafar Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-06-13 17:35:00,2025-06-13 17:39:00,2025-06-14 07:32:00,2025-06-14 07:36:00,4,Express,2025-06-13,Monsoon,On-Time,Friday,6,13.95,2025-06
47388,Duronto Passenger,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2024-01-30 13:15:00,2024-01-30 13:20:00,2024-01-31 13:07:00,2024-01-31 13:15:00,5,Passenger,2024-01-30,Winter,On-Time,Tuesday,1,23.87,2024-01
47388,Sampark Kranti Passenger,Chandigarh,New Delhi,Chandigarh → New Delhi,2025-02-04 17:50:00,2025-02-04 18:25:00,2025-02-05 15:17:00,2025-02-05 15:47:00,35,Passenger,2025-02-04,Winter,Major Delay,Tuesday,2,21.45,2025-02
23238,Shatabdi Passenger,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-10-12 13:50:00,2025-10-12 13:53:00,2025-10-12 23:40:00,2025-10-12 23:41:00,3,Passenger,2025-10-12,Post-Monsoon,On-Time,Sunday,10,9.83,2025-10
79163,Jan Shatabdi Passenger,Ahmedabad Junction,Mumbai Central,Ahmedabad Junction → Mumbai Central,2025-04-10 10:10:00,2025-04-10 10:34:00,2025-04-10 16:33:00,2025-04-10 17:01:00,24,Passenger,2025-04-10,Summer,Major Delay,Thursday,4,6.38,2025-04
65333,Shatabdi Passenger,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-08-10 19:50:00,2024-08-10 20:58:00,2024-08-11 15:53:00,2024-08-11 17:11:00,68,Passenger,2024-08-10,Monsoon,Major Delay,Saturday,8,20.05,2024-08
28301,Passenger Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-06-16 16:05:00,2025-06-16 16:18:00,2025-06-17 06:21:00,2025-06-17 06:40:00,13,Express,2025-06-16,Monsoon,Minor Delay,Monday,6,14.27,2025-06
31643,Express Passenger,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-07-13 12:15:00,2025-07-13 12:23:00,2025-07-14 01:53:00,2025-07-14 02:05:00,8,Passenger,2025-07-13,Monsoon,Minor Delay,Sunday,7,13.63,2025-07
18675,Vande Bharat Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-10-09 15:20:00,2025-10-09 15:35:00,2025-10-10 01:14:00,2025-10-10 01:35:00,15,Express,2025-10-09,Post-Monsoon,Minor Delay,Thursday,10,9.9,2025-10
44438,Uday Passenger,Bengaluru City,Hyderabad Deccan,Bengaluru City → Hyderabad Deccan,2025-01-24 08:50:00,2025-01-24 08:54:00,2025-01-25 06:16:00,2025-01-25 06:20:00,4,Passenger,2025-01-24,Winter,On-Time,Friday,1,21.43,2025-01
17331,Vivek Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-03-25 19:55:00,2025-03-25 20:06:00,2025-03-26 10:46:00,2025-03-26 10:55:00,11,Express,2025-03-25,Summer,Minor Delay,Tuesday,3,14.85,2025-03
82512,Duronto Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-11-17 08:50:00,2025-11-17 09:07:00,2025-11-17 15:49:00,2025-11-17 16:16:00,17,Express,2025-11-17,Post-Monsoon,Minor Delay,Monday,11,6.98,2025-11
38016,Humsafar Passenger,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-10-01 11:15:00,2025-10-01 11:16:00,2025-10-02 03:17:00,2025-10-02 03:23:00,1,Passenger,2025-10-01,Post-Monsoon,On-Time,Wednesday,10,16.03,2025-10
