train_number,train_name,source_station,destination_station,route,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,delay_minutes,train_type,date,season
16006,Jan Shatabdi Superfast,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-06-20 21:00:00,2025-06-20 21:10:00,2025-06-21 01:38:00,2025-06-21 01:51:00,10.0,Superfast,2025-06-20,Monsoon
61856,Mail Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-09-29 14:20:00,2025-09-29 14:24:00,2025-09-30 02:43:00,2025-09-30 02:54:00,4.0,Express,2025-09-29,Post-Monsoon
89818,Intercity Express,Nagpur Junction,Mumbai Central,Nagpur Junction → Mumbai Central,2024-05-23 20:25:00,2024-05-23 20:26:00,2024-05-24 14:40:00,2024-05-24 14:40:00,1.0,Express,2024-05-23,Summer
71993,Antyodaya Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-08-21 05:00:00,2024-08-21 05:22:00,2024-08-21 09:49:00,2024-08-21 10:12:00,22.0,Express,2024-08-21,Monsoon
40021,Rajdhani Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-04-10 17:05:00,2025-04-10 17:08:00,2025-04-11 08:38:00,2025-04-11 08:40:00,3.0,Express,2025-04-10,Summer
44993,Vande Bharat Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-08-28 07:25:00,2024-08-28 08:04:00,2024-08-28 16:46:00,2024-08-28 17:22:00,39.0,Express,2024-08-28,Monsoon
45382,Kisan Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2024-05-28 20:30:00,2024-05-28 20:30:00,2024-05-29 14:47:00,2024-05-29 14:53:00,0.0,Express,2024-05-28,Summer
62581,Duronto Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-07-03 15:40:00,2024-07-03 15:45:00,2024-07-03 22:23:00,2024-07-03 22:23:00,5.0,Passenger,2024-07-03,Monsoon
12552,Tejas Passenger,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2024-10-07 14:05:00,2024-10-07 14:10:00,2024-10-08 14:48:00,2024-10-08 15:00:00,5.0,Passenger,2024-10-07,Post-Monsoon
13478,Passenger Express,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2024-04-03 12:25:00,2024-04-03 12:34:00,2024-04-03 22:57:00,2024-04-03 23:02:00,9.0,Express,2024-04-03,Summer
51347,Antyodaya Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-05-17 13:00:00,2024-05-17 13:10:00,2024-05-18 00:45:00,2024-05-18 01:04:00,10.0,Express,2024-05-17,Summer
93748,Jan Shatabdi Passenger,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-11-15 08:35:00,2025-11-15 08:41:00,2025-11-16 06:22:00,2025-11-16 06:29:00,6.0,Passenger,2025-11-15,Post-Monsoon
71348,Passenger Passenger,Dehradun,New Delhi,Dehradun → New Delhi,2025-05-28 06:45:00,2025-05-28 06:59:00,2025-05-29 01:43:00,2025-05-29 01:57:00,14.0,Passenger,2025-05-28,Summer
38080,Passenger Passenger,New Delhi,Dehradun,New Delhi → Dehradun,2025-01-31 09:25:00,2025-01-31 09:27:00,2025-01-31 19:50:00,2025-01-31 19:57:00,2.0,Passenger,2025-01-31,Winter
18834,Sampark Kranti Passenger,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-08-15 18:20:00,2024-08-15 19:01:00,2024-08-16 12:29:00,2024-08-16 13:09:00,41.0,Passenger,2024-08-15,Monsoon
18392,Gatimaan Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-11-23 11:15:00,2024-11-23 11:19:00,2024-11-23 19:06:00,2024-11-23 19:20:00,4.0,Passenger,2024-11-23,Post-Monsoon
75435,Vivek Express,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-04-29 22:00:00,2025-04-29 22:00:00,2025-04-30 02:49:00,2025-04-30 02:56:00,0.0,Express,2025-04-29,Summer
87128,Sampark Kranti Passenger,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2024-05-07 21:10:00,2024-05-07 21:27:00,2024-05-08 12:20:00,2024-05-08 12:37:00,17.0,Passenger,2024-05-07,Summer
73653,Shatabdi Passenger,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2025-02-25 17:35:00,2025-02-25 18:11:00,2025-02-26 13:00:00,2025-02-26 13:39:00,36.0,Passenger,2025-02-25,Winter
19116,Sampark Kranti Superfast,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2024-09-28 06:05:00,2024-09-28 06:09:00,2024-09-28 17:32:00,2024-09-28 17:42:00,4.0,Superfast,2024-09-28,Post-Monsoon
70637,Passenger Superfast,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-01-17 07:35:00,2024-01-17 07:35:00,2024-01-17 11:28:00,2024-01-17 11:36:00,0.0,Superfast,2024-01-17,Winter
65302,Garib Rath Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-07-25 19:05:00,2024-07-25 19:08:00,2024-07-26 03:25:00,2024-07-26 03:28:00,3.0,Express,2024-07-25,Monsoon
73653,Antyodaya Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-12-18 09:25:00,2024-12-18 09:43:00,2024-12-19 05:59:00,2024-12-19 06:17:00,18.0,Passenger,2024-12-18,Winter
25014,Mail Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-02-27 12:15:00,2025-02-27 12:18:00,2025-02-27 21:11:00,2025-02-27 21:15:00,3.0,Express,2025-02-27,Winter
41385,Rajdhani Superfast,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-12-05 18:55:00,2024-12-05 18:55:00,2024-12-06 05:01:00,2024-12-06 05:01:00,0.0,Superfast,2024-12-05,Winter
88104,Garib Rath Express,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2025-02-28 09:20:00,2025-02-28 09:55:00,2025-02-28 17:49:00,2025-02-28 18:29:00,35.0,Express,2025-02-28,Winter
16006,Express Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2024-08-06 05:55:00,2024-08-06 06:28:00,2024-08-06 20:31:00,2024-08-06 21:11:00,33.0,Express,2024-08-06,Monsoon
25014,Vande Bharat Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-02-01 13:10:00,2025-02-01 14:27:00,2025-02-02 06:57:00,2025-02-02 08:09:00,77.0,Passenger,2025-02-01,Winter
42742,Antyodaya Passenger,Hyderabad Deccan,Chennai Central,Hyderabad Deccan → Chennai Central,2024-11-13 07:40:00,2024-11-13 07:41:00,2024-11-13 20:31:00,2024-11-13 20:31:00,1.0,Passenger,2024-11-13,Post-Monsoon
97684,Tejas Passenger,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2024-11-29 07:45:00,2024-11-29 07:54:00,2024-11-30 03:09:00,2024-11-30 03:20:00,9.0,Passenger,2024-11-29,Post-Monsoon
30032,Intercity Passenger,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-06-24 06:15:00,2025-06-24 06:21:00,2025-06-24 19:12:00,2025-06-24 19:28:00,6.0,Passenger,2025-06-24,Monsoon
41195,Antyodaya Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2025-07-26 15:35:00,2025-07-26 15:40:00,2025-07-27 05:27:00,2025-07-27 05:40:00,5.0,Express,2025-07-26,Monsoon
70142,AC Express Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-06-23 12:30:00,2024-06-23 13:13:00,2024-06-24 01:39:00,2024-06-24 02:22:00,43.0,Express,2024-06-23,Monsoon
39256,Duronto Express,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2024-01-26 05:50:00,2024-01-26 06:27:00,2024-01-26 20:38:00,2024-01-26 21:23:00,37.0,Express,2024-01-26,Winter
10942,Kisan Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2025-09-20 17:25:00,2025-09-20 17:36:00,2025-09-20 22:05:00,2025-09-20 22:19:00,11.0,Express,2025-09-20,Post-Monsoon
28726,Passenger Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-06-20 08:10:00,2024-06-20 08:12:00,2024-06-20 16:16:00,2024-06-20 16:16:00,2.0,Express,2024-06-20,Monsoon
50857,Garib Rath Express,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2025-02-01 17:20:00,2025-02-01 17:37:00,2025-02-02 08:08:00,2025-02-02 08:24:00,17.0,Express,2025-02-01,Winter
95649,Garib Rath Passenger,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-03-06 11:15:00,2025-03-06 11:26:00,2025-03-07 07:50:00,2025-03-07 08:08:00,11.0,Passenger,2025-03-06,Summer
16175,Gatimaan Passenger,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2024-04-11 10:00:00,2024-04-11 10:39:00,2024-04-11 22:52:00,2024-04-11 23:34:00,39.0,Passenger,2024-04-11,Summer
71348,Uday Passenger,Dehradun,New Delhi,Dehradun → New Delhi,2025-06-18 14:00:00,2025-06-18 14:29:00,2025-06-19 03:56:00,2025-06-19 04:31:00,29.0,Passenger,2025-06-18,Monsoon
37869,Kisan Express,Lucknow Charbagh,Patna Junction,Lucknow Charbagh → Patna Junction,2024-11-01 11:45:00,2024-11-01 11:59:00,2024-11-02 05:04:00,2024-11-02 05:24:00,14.0,Express,2024-11-01,Post-Monsoon
47930,Sampark Kranti Express,Ernakulam Junction,Chennai Central,Ernakulam Junction → Chennai Central,2025-01-04 14:40:00,2025-01-04 14:45:00,2025-01-05 05:42:00,2025-01-05 05:44:00,5.0,Express,2025-01-04,Winter
62296,Vivek Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-10-10 07:25:00,2025-10-10 07:33:00,2025-10-10 19:13:00,2025-10-10 19:19:00,8.0,Express,2025-10-10,Post-Monsoon
77839,Superfast Superfast,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,09/08/2024 20:35,2024-08-09 20:46:00,2024-08-10 02:35:00,2024-08-10 02:54:00,11.0,Superfast,2024-08-09,Monsoon
99733,Vande Bharat Express,Pune Junction,Secunderabad,Pune Junction → Secunderabad,2025-06-05 20:35:00,2025-06-05 21:17:00,2025-06-06 02:46:00,2025-06-06 03:25:00,42.0,Express,2025-06-05,Monsoon
46500,Humsafar Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2025-08-31 10:05:00,2025-08-31 10:31:00,2025-08-31 19:45:00,2025-08-31 20:13:00,26.0,Express,2025-08-31,Monsoon
11934,Superfast Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-09-21 13:20:00,2024-09-21 13:44:00,2024-09-22 06:51:00,2024-09-22 07:14:00,24.0,Express,2024-09-21,Post-Monsoon
70589,Kisan Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-04-17 15:30:00,2025-04-17 15:43:00,2025-04-18 03:25:00,2025-04-18 03:47:00,13.0,Express,2025-04-17,Summer
56566,Sampark Kranti Passenger,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,16/05/2024 17:05,2024-05-16 17:10:00,2024-05-17 08:44:00,2024-05-17 08:46:00,5.0,Passenger,2024-05-16,Summer
95649,Superfast Superfast,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-06-28 10:00:00,2025-06-28 10:30:00,2025-06-28 16:50:00,2025-06-28 17:21:00,30.0,Superfast,2025-06-28,Monsoon
22676,Gatimaan Express,New Delhi,Guwahati,New Delhi → Guwahati,2024-09-28 11:45:00,2024-09-28 11:50:00,2024-09-28 22:24:00,2024-09-28 22:24:00,5.0,Express,2024-09-28,Post-Monsoon
46509,Superfast Passenger,Bhubaneswar,Kolkata Howrah,Bhubaneswar → Kolkata Howrah,2024-07-13 05:55:00,2024-07-13 06:13:00,2024-07-14 01:39:00,2024-07-14 02:03:00,18.0,Passenger,2024-07-13,Monsoon
89818,Shatabdi Express,Secunderabad,Pune Junction,Secunderabad → Pune Junction,2025-10-07 21:50:00,2025-10-07 22:03:00,2025-10-08 13:54:00,2025-10-08 14:12:00,13.0,Express,2025-10-07,Post-Monsoon
77391,Intercity Express,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-10-27 06:25:00,2025-10-27 06:25:00,2025-10-27 17:19:00,2025-10-27 17:27:00,0.0,Express,2025-10-27,Post-Monsoon
62772,Express Superfast,Secunderabad,Vijayawada Junction,Secunderabad → Vijayawada Junction,2025-04-13 16:55:00,2025-04-13 17:03:00,2025-04-13 22:06:00,2025-04-13 22:24:00,8.0,Superfast,2025-04-13,Summer
13278,Vande Bharat Express,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2024-09-12 16:15:00,2024-09-12 16:27:00,2024-09-12 23:20:00,2024-09-12 23:27:00,12.0,Express,2024-09-12,Post-Monsoon
98696,Humsafar Passenger,Vijayawada Junction,Secunderabad,Vijayawada Junction → Secunderabad,2024-11-29 19:15:00,2024-11-29 19:21:00,2024-11-30 16:40:00,2024-11-30 16:43:00,6.0,Passenger,2024-11-29,Post-Monsoon
59735,Antyodaya Superfast,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2025-11-29 15:50:00,2025-11-29 15:51:00,2025-11-29 23:35:00,2025-11-29 23:35:00,1.0,Superfast,2025-11-29,Post-Monsoon
66155,AC Express Passenger,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2025-02-20 09:40:00,2025-02-20 10:43:00,2025-02-21 10:00:00,2025-02-21 10:58:00,63.0,Passenger,2025-02-20,Winter
38746,Rajdhani Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2025-07-17 13:25:00,2025-07-17 13:57:00,2025-07-18 09:53:00,2025-07-18 10:32:00,32.0,Passenger,2025-07-17,Monsoon
57400,Express Passenger,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2024-09-26 05:00:00,2024-09-26 05:00:00,2024-09-26 21:26:00,2024-09-26 21:29:00,0.0,Passenger,2024-09-26,Post-Monsoon
46500,Mail Express,Agra Cantt,New Delhi,Agra Cantt → New Delhi,2024-05-31 11:10:00,2024-05-31 11:29:00,2024-05-31 19:29:00,2024-05-31 19:45:00,19.0,Express,2024-05-31,Summer
28301,Uday Express,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2024-03-06 14:55:00,2024-03-06 15:13:00,2024-03-07 06:33:00,2024-03-07 07:00:00,18.0,Express,2024-03-06,Summer
40982,AC Express Express,Dehradun,New Delhi,Dehradun → New Delhi,2024-08-19 18:40:00,2024-08-19 18:57:00,2024-08-20 11:32:00,2024-08-20 11:44:00,17.0,Express,2024-08-19,Monsoon
52487,Antyodaya Superfast,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2025-06-06 17:10:00,2025-06-06 17:11:00,2025-06-06 23:13:00,2025-06-06 23:20:00,1.0,Superfast,2025-06-06,Monsoon
20328,Antyodaya Express,Lucknow Charbagh,Kanpur Central,Lucknow Charbagh → Kanpur Central,2025-03-05 07:05:00,2025-03-05 07:20:00,2025-03-05 18:34:00,2025-03-05 18:57:00,15.0,Express,2025-03-05,Summer
46463,Passenger Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2024-10-16 06:25:00,2024-10-16 06:35:00,2024-10-16 16:03:00,2024-10-16 16:15:00,10.0,Express,2024-10-16,Post-Monsoon
59615,Mail Superfast,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-09-27 07:10:00,2024-09-27 07:37:00,2024-09-27 12:21:00,2024-09-27 12:45:00,27.0,Superfast,2024-09-27,Post-Monsoon
94259,Kisan Superfast,Bengaluru City,Chennai Central,Bengaluru City → Chennai Central,2025-05-17 11:05:00,2025-05-17 11:08:00,2025-05-17 15:59:00,2025-05-17 15:59:00,3.0,Superfast,2025-05-17,Summer
30033,AC Express Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-06-07 06:10:00,2024-06-07 06:53:00,2024-06-08 00:30:00,2024-06-08 01:09:00,43.0,Express,2024-06-07,Monsoon
58520,AC Express Express,Dehradun,New Delhi,Dehradun → New Delhi,2024-09-09 12:50:00,2024-09-09 13:08:00,2024-09-09 17:10:00,2024-09-09 17:34:00,18.0,Express,2024-09-09,Post-Monsoon
40982,Vande Bharat Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-11-18 17:40:00,2025-11-18 17:53:00,2025-11-19 03:24:00,2025-11-19 03:45:00,13.0,Express,2025-11-18,Post-Monsoon
96374,Duronto Express,New Delhi,Varanasi Junction,New Delhi → Varanasi Junction,2025-06-27 06:50:00,2025-06-27 07:06:00,2025-06-27 12:40:00,2025-06-27 12:53:00,16.0,Express,2025-06-27,Monsoon
89507,Tejas Passenger,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-12-26 15:35:00,2024-12-26 16:10:00,2024-12-27 01:52:00,2024-12-27 02:31:00,35.0,Passenger,2024-12-26,Winter
14165,Tejas Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-05-06 17:00:00,2024-05-06 18:07:00,2024-05-07 04:55:00,2024-05-07 06:03:00,67.0,Express,2024-05-06,Summer
88172,Shatabdi Passenger,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-02-22 07:50:00,2024-02-22 08:06:00,2024-02-23 03:43:00,2024-02-23 04:02:00,16.0,Passenger,2024-02-22,Winter
65461,Tejas Express,Chennai Central,Madurai Junction,Chennai Central → Madurai Junction,2025-09-11 07:55:00,2025-09-11 08:09:00,2025-09-11 19:25:00,2025-09-11 19:44:00,14.0,Express,2025-09-11,Post-Monsoon
89507,Intercity Superfast,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2025-04-24 15:10:00,2025-04-24 15:13:00,2025-04-24 21:10:00,2025-04-24 21:10:00,3.0,Superfast,2025-04-24,Summer
89818,Humsafar Express,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-05-09 13:20:00,2024-05-09 13:44:00,2024-05-10 00:32:00,2024-05-10 00:53:00,24.0,Express,2024-05-09,Summer
19358,Duronto Express,New Delhi,Lucknow Charbagh,New Delhi → Lucknow Charbagh,2024-12-27 17:30:00,2024-12-27 17:39:00,2024-12-28 06:42:00,2024-12-28 06:46:00,9.0,Express,2024-12-27,Winter
46500,Uday Express,Mumbai Central,Nagpur Junction,Mumbai Central → Nagpur Junction,2025-06-24 15:45:00,2025-06-24 15:54:00,2025-06-25 02:24:00,2025-06-25 02:40:00,9.0,Express,2025-06-24,Monsoon
95180,Vande Bharat Superfast,Kolkata Howrah,Bhubaneswar,Kolkata Howrah → Bhubaneswar,2025-01-17 17:35:00,2025-01-17 17:41:00,2025-01-18 00:16:00,2025-01-18 00:19:00,6.0,Superfast,2025-01-17,Winter
49117,Jan Shatabdi Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2024-07-22 13:20:00,2024-07-22 13:26:00,2024-07-23 03:07:00,2024-07-23 03:08:00,6.0,Express,2024-07-22,Monsoon
80686,Sampark Kranti Superfast,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2024-04-18 16:25:00,2024-04-18 16:28:00,2024-04-18 20:25:00,2024-04-18 20:35:00,3.0,Superfast,2024-04-18,Summer
95477,Garib Rath Superfast,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-10-21 14:15:00,2025-10-21 14:27:00,2025-10-21 22:24:00,2025-10-21 22:46:00,12.0,Superfast,2025-10-21,Post-Monsoon
10425,Duronto Superfast,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-06-23 07:05:00,2024-06-23 07:21:00,2024-06-23 10:36:00,2024-06-23 10:54:00,16.0,Superfast,2024-06-23,Monsoon
36365,Uday Passenger,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2024-09-04 16:35:00,2024-09-04 16:46:00,2024-09-05 12:46:00,2024-09-05 13:07:00,11.0,Passenger,2024-09-04,Post-Monsoon
70637,Intercity Superfast,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-02-27 19:45:00,2024-02-27 20:34:00,2024-02-28 06:00:00,2024-02-28 06:51:00,49.0,Superfast,2024-02-27,Winter
12552,AC Express Superfast,New Delhi,Chennai Central,New Delhi → Chennai Central,2024-04-30 12:15:00,2024-04-30 12:16:00,2024-04-30 23:59:00,2024-05-01 00:06:00,1.0,Superfast,2024-04-30,Summer
35203,Kisan Express,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2025-01-31 22:05:00,2025-01-31 22:47:00,2025-02-01 06:54:00,2025-02-01 07:39:00,42.0,Express,2025-01-31,Winter
50306,Jan Shatabdi Express,Chennai Central,Ernakulam Junction,Chennai Central → Ernakulam Junction,2025-04-02 07:30:00,2025-04-02 07:30:00,2025-04-02 20:48:00,2025-04-02 20:57:00,0.0,Express,2025-04-02,Summer
74686,Shatabdi Express,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2025-08-28 09:45:00,2025-08-28 09:45:00,2025-08-29 03:45:00,2025-08-29 03:53:00,0.0,Express,2025-08-28,Monsoon
73699,Sampark Kranti Express,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2025-01-17 16:55:00,2025-01-17 17:30:00,2025-01-18 05:29:00,2025-01-18 06:03:00,35.0,Express,2025-01-17,Winter
48469,Express Express,New Delhi,Agra Cantt,New Delhi → Agra Cantt,2025-07-08 12:30:00,2025-07-08 13:53:00,2025-07-08 19:23:00,2025-07-08 20:52:00,83.0,Express,2025-07-08,Monsoon
24592,Superfast Passenger,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2025-05-24 20:40:00,2025-05-24 20:48:00,2025-05-25 03:18:00,2025-05-25 03:36:00,8.0,Passenger,2025-05-24,Summer
62581,Kisan Passenger,New Delhi,Amritsar Junction,New Delhi → Amritsar Junction,2024-05-14 15:45:00,2024-05-14 15:57:00,2024-05-14 23:39:00,2024-05-14 23:55:00,12.0,Passenger,2024-05-14,Summer
88504,Duronto Express,Ahmedabad Junction,Jaipur Junction,Ahmedabad Junction → Jaipur Junction,2025-01-15 19:55:00,2025-01-15 20:49:00,2025-01-16 11:57:00,2025-01-16 12:56:00,54.0,Express,2025-01-15,Winter
70142,Kisan Passenger,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2024-12-02 08:20:00,2024-12-02 08:23:00,2024-12-03 04:11:00,2024-12-03 04:11:00,3.0,Passenger,2024-12-02,Winter
93320,Uday Passenger,Jaipur Junction,Ahmedabad Junction,Jaipur Junction → Ahmedabad Junction,2024-11-17 08:05:00,2024-11-17 08:52:00,2024-11-18 03:31:00,2024-11-18 04:17:00,47.0,Passenger,2024-11-17,Post-Monsoon
40007,Duronto Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,2024-12-27 18:20:00,2024-12-27 18:36:00,2024-12-28 09:10:00,2024-12-28 09:22:00,16.0,Express,2024-12-27,Winter
59735,Uday Passenger,Mumbai Central,Bengaluru City,Mumbai Central → Bengaluru City,2025-03-14 13:40:00,2025-03-14 13:48:00,2025-03-15 03:48:00,2025-03-15 03:56:00,8.0,Passenger,2025-03-14,Summer
33416,Passenger Superfast,Guwahati,New Delhi,Guwahati → New Delhi,2024-09-02 07:10:00,2024-09-02 07:16:00,2024-09-02 18:13:00,2024-09-02 18:16:00,6.0,Superfast,2024-09-02,Post-Monsoon
85674,Jan Shatabdi Passenger,Mumbai Central,Pune Junction,Mumbai Central → Pune Junction,2024-01-18 10:55:00,2024-01-18 11:01:00,2024-01-19 03:18:00,2024-01-19 03:20:00,6.0,Passenger,2024-01-18,Winter
66985,Rajdhani Express,New Delhi,Mumbai Central,New Delhi → Mumbai Central,2025-05-26 09:35:00,2025-05-26 09:45:00,2025-05-27 03:55:00,2025-05-27 04:04:00,10.0,Express,2025-05-26,Summer
68082,Sampark Kranti Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-12-03 10:35:00,2025-12-03 10:50:00,2025-12-03 16:19:00,2025-12-03 16:43:00,15.0,Express,2025-12-03,Winter
42493,Shatabdi Superfast,Kolkata Howrah,Patna Junction,Kolkata Howrah → Patna Junction,2024-02-07 17:35:00,2024-02-07 18:05:00,2024-02-07 22:34:00,2024-02-07 23:08:00,,Superfast,2024-02-07,Winter
59797,Garib Rath Express,Chennai Central,Hyderabad Deccan,Chennai Central → Hyderabad Deccan,2025-06-17 12:20:00,2025-06-17 12:46:00,2025-06-18 03:55:00,2025-06-18 04:22:00,26.0,Express,2025-06-17,Monsoon
66985,Vivek Passenger,Bengaluru City,Mumbai Central,Bengaluru City → Mumbai Central,2025-02-06 17:30:00,2025-02-06 17:39:00,2025-02-07 14:52:00,2025-02-07 15:05:00,9.0,Passenger,2025-02-06,Winter
40495,Duronto Express,Chennai Central,New Delhi,Chennai Central → New Delhi,2025-08-31 11:45:00,2025-08-31 12:02:00,2025-09-01 01:52:00,2025-09-01 02:07:00,17.0,Express,2025-08-31,Monsoon
88104,Gatimaan Express,New Delhi,Chandigarh,New Delhi → Chandigarh,2025-02-13 19:30:00,2025-02-13 19:36:00,2025-02-14 04:41:00,2025-02-14 04:57:00,6.0,Express,2025-02-13,Winter
37653,AC Express Express,Kanpur Central,Lucknow Charbagh,Kanpur Central → Lucknow Charbagh,2024-10-01 18:05:00,2024-10-01 18:38:00,2024-10-02 10:32:00,2024-10-02 11:11:00,33.0,Express,2024-10-01,Post-Monsoon
80381,Antyodaya Express,Patna Junction,Lucknow Charbagh,Patna Junction → Lucknow Charbagh,2025-12-11 11:55:00,2025-12-11 12:21:00,2025-12-12 05:20:00,2025-12-12 05:56:00,26.0,Express,2025-12-11,Winter
62772,Passenger Express,New Delhi,Kolkata Howrah,New Delhi → Kolkata Howrah,09/06/2025 18:35,2025-06-09 19:31:00,2025-06-10 07:38:00,2025-06-10 08:43:00,56.0,Express,2025-06-09,Monsoon
76540,Gatimaan Superfast,Kolkata Howrah,Ranchi,Kolkata Howrah → Ranchi,2025-12-11 09:25:00,2025-12-11 09:26:00,2025-12-11 14:05:00,2025-12-11 14:11:00,1.0,Superfast,2025-12-11,Winter
35112,Superfast Passenger,New Delhi,Jaipur Junction,New Delhi → Jaipur Junction,2024-10-29 06:15:00,2024-10-29 06:34:00,2024-10-30 03:39:00,2024-10-30 03:56:00,19.0,Passenger,2024-10-29,Post-Monsoon
41195,Express Express,Jaipur Junction,New Delhi,Jaipur Junction → New Delhi,2024-11-07 12:35:00,2024-11-07 12:40:00,2024-11-07 22:12:00,2024-11-07 22:27:00,5.0,Express,2024-11-07,Post-Monsoon
83579,Superfast Express,Kolkata Howrah,New Delhi,Kolkata Howrah → New Delhi,2024-06-07 13:00:00,2024-06-07 13:22:00,2024-06-08 00:14:00,2024-06-08 00:38:00,22.0,Express,2024-06-07,Monsoon
68878,Uday Express,Lucknow Charbagh,New Delhi,Lucknow Charbagh → New Delhi,2025-03-29 12:50:00,2025-03-29 12:51:00,2025-03-30 04:35:00,2025-03-30 04:42:00,1.0,Express,2025-03-29,Summer
38893,AC Express Passenger,New Delhi,Guwahati,New Delhi → Guwahati,2024-12-03 08:40:00,2024-12-03 08:46:00,2024-12-04 02:58:00,2024-12-04 03:07:00,6.0,Passenger,2024-12-03,Winter
